"Threshold=1"
4 1.089
5 1.090
6 1.094
7 1.093
8 1.092


"Threshold=2"
4 1.096
5 1.099
6 1.098
7 1.095
8 1.095


"Threshold=3"
4 1.097
5 1.098
6 1.102
7 1.100
8 1.095


"Threshold=4"
4 1.094
5 1.093
6 1.095
7 1.093
8 1.098
9 1.097


"Threshold=5"
4 1.090
5 1.091
6 1.092
7 1.094
8 1.093
